3.233630813222723788e+01,1.371995263009452515e+00,2.465499981133084662e-02,4.363720095146654265e-01
2.661438586988089838e+01,-7.230627254112274471e+00,3.484349166884170290e-01,3.576249697883730483e-01
3.476882617409193443e+01,-5.703389113668270838e+00,2.060193320547684670e-01,3.287219899562400793e-01
3.534333717160829735e+01,1.456489979272699031e+01,1.388946029199779053e-01,1.794746671940501415e-01
3.237893982236630563e+01,-1.355329915226556636e+01,4.143956159188286748e-01,4.685649790807373538e-01
2.908827512734110243e+01,-1.793518696625476139e+00,2.028073663989737874e-01,2.330187807857642679e-01
3.735813666802130228e+01,7.657222945342358145e+00,1.933037219676616569e-01,3.978287471633347172e-01
3.063121543737884167e+01,9.835740216750220810e+00,3.895893160801733313e-01,4.232979512033907543e-02
2.373044001955957683e+01,1.308950558961610611e+01,1.526136905581344516e-01,3.713364929406450243e-01
1.326402565143929380e+01,-4.589057812529498293e+00,4.880388813839992568e-01,4.420086639694359443e-01
2.393765552228298077e+01,1.450801124371827910e+01,5.357878294357687476e-03,4.868380356895780081e-01
3.093169512028547175e+01,-2.289747455612371141e+00,4.074147181606603274e-01,2.007249036234637907e-01
1.711818521560250517e+01,1.495951529530516311e+01,4.952075931122739139e-01,3.298294347142075589e-01
1.790788910619319196e+01,-6.146460124679693493e+00,2.383095353712474940e-01,2.818151293775450483e-01
1.450828352138089272e+01,8.408322586191545156e+00,1.594398058639575622e-01,4.131848021718929065e-01
1.525674214705433940e+01,-1.090680455235291468e+01,3.731865062718563997e-01,4.360021206786780512e-01
4.362434715155698228e+01,2.738857684083683353e+00,4.190346342787714118e-01,4.416585528416150375e-02
4.325541646588381184e+01,8.500591674427294464e+00,2.091644957371929792e-02,1.303295668681734298e-01
2.634402236404199726e+01,3.917351436222393346e+00,2.039930311847391597e-01,4.619710373994531105e-01
2.830283535671437534e+01,-4.443457059105440976e+00,2.619572402769301811e-01,1.297733914479328732e-01
3.152793338791540023e+01,-9.511712674127842604e+00,1.584545488584162554e-01,3.631139097504184621e-01
2.932677857057075599e+01,-1.117692925331679632e+00,2.210842160584887139e-01,4.751786322044607713e-01
2.056875948245897234e+01,-5.507829731262390283e+00,3.425724336153428418e-01,1.971976688862425720e-01
4.022789299410379726e+01,-1.087748065200687719e+01,3.770443150487103878e-01,2.978938928529291097e-01
1.073111299615561975e+01,-2.422419778417239655e-01,4.227164300279788178e-01,4.707770306298739715e-01
2.923560486038216411e+01,1.099964558828813921e+01,1.578644440464158638e-01,3.709777966800431592e-02
2.816850194789811113e+01,-1.331145609979561684e+01,2.867607852556720016e-01,3.355445505962934560e-01
1.611168942248512792e+01,-8.446484530228682175e+00,2.263306979263902119e-01,2.162137128251171436e-01
1.514571751289862434e+01,-6.757537894121854904e+00,1.653596417166919852e-01,4.500571406111421591e-01
4.287372107364846130e+01,-4.933884235238426896e+00,4.820627845582496351e-01,4.608019330760388943e-01
1.703093475736145024e+01,5.819029144058525560e+00,4.294352082716146324e-02,8.744852226850041710e-02
2.519534229807236159e+01,-1.288751132300348701e+01,1.474700757602803725e-02,2.164990003147923003e-01
3.977094545523564761e+01,1.527869264709440955e+00,4.775601109015141232e-01,4.167871909728391722e-01
2.990433250645453001e+01,-5.070800049892502770e+00,4.104842334777241142e-01,4.455538677976640383e-01
3.321565706244925309e+01,6.715700146287257866e+00,2.325494811846989807e-01,2.741201098855975404e-01
1.510445990150184770e+01,-1.236332990585282587e+01,1.850736593951592401e-01,3.207756169661174495e-02
1.973365979868486164e+01,7.384289981786871238e+00,3.433263304454460263e-01,1.450792826483515152e-01
1.620194045645175862e+01,-4.792261095486177069e+00,2.661160905296905410e-02,4.732740316999080044e-01
1.215613381975570562e+01,6.933477230713538830e+00,1.912440176972785566e-01,2.633346696219357463e-02
4.395739396207542882e+01,1.399811656479374378e+01,2.970530615749228942e-01,1.599701135191940460e-01
4.566656115628939716e+01,-1.233685072670948202e+01,1.532937356883690705e-01,2.712947785687122026e-01
4.362409901722567440e+01,5.475212380990480909e+00,2.182163351706743470e-01,2.772539562901144006e-02
2.629416292198195038e+01,3.848746446715431091e+00,3.154257195964133009e-01,2.708099230629865684e-01
3.050695876197655920e+01,1.137480398566060913e+01,4.156390412132600076e-01,2.950312435985175674e-01
2.697909693766868600e+01,-4.258597845356357325e+00,1.571406474310792500e-01,4.391100566497069257e-02
2.311493281618390938e+01,-1.085632353089281921e+01,3.324198424893383685e-01,1.490849059569619439e-01
1.902666642104822259e+01,-4.583566282117089941e+00,6.712716481003061508e-02,4.827256528543734659e-01
1.807451312530235299e+01,-1.115648783887474060e+01,4.417290784709728135e-01,2.940639672298848151e-01
3.952922442222730837e+01,5.424863126352690301e+00,5.966357365072977315e-02,2.499888427913845579e-01
4.247036495414881330e+01,-4.542613705992373241e-01,3.310918595260076147e-02,3.496232416524638342e-01
2.388625515411213840e+01,-1.257961261260841823e+01,2.102320367916757360e-01,5.660989741050942436e-02
4.860252400190110222e+01,-5.043213051298110372e+00,3.109225700107040025e-01,1.211190176041639366e-01
1.319235957394483094e+01,1.213416863753955610e+01,4.967878278753599663e-01,3.571069911159347465e-01
1.540500196568629576e+01,1.186576845944775727e+01,3.140311709874482604e-01,3.211877204112427164e-01
2.181385648832880975e+01,-8.951769039822870866e+00,2.921212713285442630e-02,1.611040839564930049e-01
3.457685038779232656e+01,-7.706239311856188934e+00,1.108267558443260525e-01,1.999761545637519511e-01
2.628998266037359599e+01,-6.185766114702232699e+00,3.112668564833140361e-01,5.329712385710172473e-03
1.034381427509652696e+01,-7.859690231460584542e+00,4.111091471115881357e-01,3.523568615500054513e-01
2.548790185157639598e+01,-5.837903387245725995e+00,3.647116233070874514e-01,4.645396757879508010e-01
3.128201191761619171e+01,-1.022911445738755631e+01,1.347920384149599027e-01,7.964626444070516120e-02
3.628369185413398412e+01,7.403694915998446646e+00,1.369506295254052097e-01,2.442616399878428934e-01
2.706100938182013138e+01,3.147101023606342807e+00,4.477492418586803691e-02,2.574392209824337141e-01
2.168446584079215000e+01,1.259096054176736601e+01,2.897129356320452542e-01,1.287524878782458915e-02
4.694320016411622731e+01,9.773486196489066913e+00,1.692170025703912950e-01,1.025723999021633803e-01
3.512248913209739953e+01,-5.426290790935579977e+00,2.681822828311972717e-01,1.562079805665865795e-01
3.668525736716419772e+01,-4.304770468476741385e+00,1.256366135223950797e-01,4.589316162834669033e-01
2.963412847530370797e+01,-6.184569255254858788e+00,2.344602967168640806e-01,1.890147763707955009e-01
3.796545777153698964e+01,-1.144609598955113228e+01,4.266896505094889269e-01,9.073963769782250610e-02
1.003878335719416093e+01,-1.379450236772965788e+01,4.645319527072092614e-01,3.691920719824334229e-01
